symbol_id,abb_zhname,name,registration,industry,tax_ID,found,listing,abb_enname,website,currency,par_value,description,type,enname
5519,隆大,隆大營建事業股份有限公司,,14.0,85898033,1982-04-30,2014-02-10,LD,https://www.longda.com.tw,TWD,10.0,,,
5521,工信,工信工程股份有限公司,,14.0,03028404,1947-02-01,2012-12-18,KSECO　　,http://www.kseco.com.tw,TWD,10.0,,,
5522,遠雄,遠雄建設事業股份有限公司,,14.0,04673318,1978-08-09,2007-08-06,Farglory,http://www.farglory-land.com.tw/,TWD,10.0,,,
5525,順天,順天建設股份有限公司,,14.0,22764965,1987-11-28,2004-11-26,SWEETEN　,https://www.sweeten.com.tw,TWD,10.0,,,
5531,鄉林,鄉林建設事業股份有限公司,,14.0,23641822,1990-05-29,2005-01-31,Shining,http://www.shininggroup.com,TWD,10.0,,,
5533,皇鼎,皇鼎建設開發股份有限公司,,14.0,23988653,1991-04-20,2008-04-30,FOUNDING　　,https://www.founding.com.tw,TWD,10.0,,,
5534,長虹,長虹建設股份有限公司,,14.0,04633597,1975-12-04,2004-05-24,CHONG HONG,http://www.chonghong.com.tw,TWD,10.0,,,
5538,東明-KY,開曼東明控股股份有限公司,KY 開曼群島                                                    ,10.0,02769941,2009-11-30,2013-12-16,TONG MING,https://www.tonggroup.com.tw,TWD,10.0,,,
5546,永固-KY,永固集團股份有限公司,KY 開曼群島                                                    ,14.0,77211448,2016-05-27,2020-05-20,YGI,http://www.yg1999.com/tw/,TWD,10.0,,,
5607,遠雄港,遠雄自貿港投資控股股份有限公司,,15.0,86121030,1991-06-24,2004-12-02,Farglory FTZ 　,http://www.farglory-holding.com.tw,TWD,10.0,,,
5608,四維航,四維航業股份有限公司,,15.0,12551801,1985-03-11,2003-08-25,S. W.,https://www.swnav.com.tw,TWD,10.0,,,
5706,鳳凰,鳳凰國際旅行社股份有限公司,,16.0,11322915,1957-04-30,2011-10-21,PHX TOUR,https://travel.com.tw,TWD,10.0,,,
5871,中租-KY,中租控股股份有限公司,KY 開曼群島                                                    ,20.0,26389569,2009-12-24,2011-12-13,Chailease,http://www.chaileaseholding.com/,TWD,10.0,,,
5871A,中租-KY甲特,,,,,,,,,,,,,
5876,上海商銀,上海商業儲蓄銀行股份有限公司,,17.0,03036306,1954-09-09,2018-10-19,SCSB,https://www.scsb.com.tw,TWD,10.0,,,
5880,合庫金,合作金庫金融控股股份有限公司,,17.0,53021433,2011-12-01,2011-12-01,TCFHC,https://www.tcfhc.com.tw,TWD,10.0,,,
5906,台南-KY,台南生活(開曼)股份有限公司,KY 開曼群島                                                    ,18.0,36855058,1999-02-08,2011-10-24,TAINAN CAYMAN,https://www.tainancayman.com,TWD,10.0,,,
5907,大洋-KY,Grand Ocean RetailGroupLimited,KY 開曼群島                                                    ,18.0,53013068,2006-08-23,2012-06-06,GORG,http://www.grandocean.com.tw/,TWD,10.0,,,
6005,群益證,群益金鼎證券股份有限公司,,17.0,22956035,1988-06-21,2005-11-21,CSC,https://WWW.CAPITAL.COM.TW,TWD,10.0,,,
6024,群益期,群益期貨股份有限公司,,17.0,97176335,1997-02-26,2017-10-16,CFC,http://www.capitalfutures.com.tw,TWD,10.0,,,
6108,競國,競國實業股份有限公司,,28.0,36084833,1981-12-08,2008-12-30,APCB INC.　　,https://www.apcb.com.tw,TWD,10.0,,,
6112,聚碩,聚碩科技股份有限公司,,30.0,16428796,1998-04-16,2003-08-04,SYSAGE,https://www.sysage.com.tw,TWD,10.0,,,
6115,鎰勝,鎰勝工業股份有限公司,,28.0,22304288,1986-11-25,2004-07-19,I-SHENG　　,https://www.isheng.com.tw,TWD,10.0,,,
6116,彩晶,瀚宇彩晶股份有限公司,,26.0,16450500,1998-06-18,2004-09-06,Hannstar　　,https://www.hannstar.com,TWD,10.0,,,
6117,迎廣,迎廣科技股份有限公司,,25.0,09497109,1985-12-11,2003-08-25,IN WIN,https://www.in-win.com/,TWD,10.0,,,
6120,達運,達運精密工業股份有限公司,,26.0,23504361,1989-10-13,2006-09-13,DARWIN,https://www.darwinprecisions.com,TWD,10.0,,,
6128,上福,上福全球科技股份有限公司,,25.0,56625344,1978-07-12,2003-06-16,GPI　　,https://www.gpi.com.tw,TWD,10.0,,,
6133,金橋,金橋科技股份有限公司,,28.0,04865462,1976-11-26,2003-08-15,　GBE　,https://www.gbe.com.tw,TWD,10.0,,,
6136,富爾特,富爾特科技股份有限公司,,27.0,86616791,1992-04-13,2003-08-25,FTC　　,https://www.fullerton.com.tw,TWD,10.0,,,
6139,亞翔,亞翔工程股份有限公司,,31.0,12204275,1978-12-07,2003-08-25,L & K　,https://www.lkeng.com.tw,TWD,10.0,,,
6141,柏承,柏承科技股份有限公司,,28.0,23750095,1990-05-30,2003-10-22,PLOTECH　,http://www.plotech.com,TWD,10.0,,,
6142,友勁,友勁科技股份有限公司,,27.0,22099744,1991-03-11,2003-08-04,CAMEO,https://www.cameo.com.tw,TWD,10.0,,,
6152,百一,百一電子股份有限公司,,27.0,89549585,1995-06-12,2009-12-08,PRIME,https://www.pesi.com.tw,TWD,10.0,,,
6153,嘉聯益,嘉聯益科技股份有限公司,,28.0,86980046,1992-11-03,2008-01-21,Career Tech.　,https://www.careergroups.com,TWD,10.0,,,
6155,鈞寶,鈞寶電子工業股份有限公司,,28.0,22306130,1986-11-29,2006-08-18,KC　　,https://www.kingcore.com.tw,TWD,10.0,,,
6164,華興,華興電子工業股份有限公司,,26.0,34168978,1977-09-06,2008-10-21,LEDTECH　,https://www.ledtech.com,TWD,10.0,,,
6165,捷泰,浪凡網路科技股份有限公司,,28.0,04386575,1973-04-18,2003-08-04,Lang,https://www.jyetai.com,TWD,10.0,,,
6166,凌華,凌華科技股份有限公司,,25.0,89593343,1995-08-29,2004-11-08,ADLINK　　,https://www.adlinktech.com,TWD,10.0,,,
6168,宏齊,宏齊科技股份有限公司,,26.0,89358419,1995-03-21,2003-08-25,HARVATEK CORPOR,https://www.harvatek.com,TWD,10.0,,,
6172,互億,互億科技股份有限公司,,25.0,16144475,1997-08-08,2004-05-24,Billionton　　,https://www.billionton.com.tw,TWD,10.0,,,
6176,瑞儀,瑞儀光電股份有限公司,,26.0,22101208,1995-07-24,2007-05-15,ROEC,https://www.radiant.com.tw,TWD,10.0,,,
6177,達麗,達麗建設事業股份有限公司,,14.0,04477420,1977-10-04,2013-08-01,"DA-LI CO.,LTD.",http://www.da-li.com.tw,TWD,10.0,,,
6183,關貿,關貿網路股份有限公司,,30.0,97162640,1996-08-06,2011-12-01,TRADE-VAN　　,http://www.trade-van.com/,TWD,10.0,,,
6184,大豐電,大豐有線電視股份有限公司,,20.0,96974228,1996-03-11,2005-02-15,Dafeng TV Ltd.,http://www.dafeng.tv,TWD,10.0,,,
6189,豐藝,豐藝電子股份有限公司,,29.0,22151585,1986-05-26,2004-05-24,Promate,http://www.promate.com.tw,TWD,10.0,,,
6191,精成科,精成科技股份有限公司,,28.0,81069921,1973-02-23,2007-10-19,GBM,https://www.gbm.com.tw,TWD,10.0,,,
6192,巨路,巨路國際股份有限公司,,31.0,14033663,1975-08-16,2004-09-27,LUMAX,http://www.elumax.com,TWD,10.0,,,
6196,帆宣,帆宣系統科技股份有限公司,,31.0,23145632,1988-12-27,2004-05-24,MIC,https://www.micb2b.com,TWD,10.0,,,
6197,佳必琪,佳必琪國際股份有限公司,,28.0,86701804,1992-05-07,2004-11-08,JPC,https://www.jpcco.com,TWD,10.0,,,
6201,亞弘電,亞弘電科技股份有限公司,,31.0,73710056,1981-11-25,2004-09-27,YAHORNG,https://WWW.YAHORNG.COM,TWD,10.0,,,
6202,盛群,盛群半導體股份有限公司,,24.0,16130330,1998-10-01,2004-09-27,HOLTEK　,https://www.holtek.com.tw,TWD,10.0,,,
6205,詮欣,詮欣股份有限公司,,28.0,22115625,1986-04-24,2008-01-21,COXOC,http://www.coxoc.com.tw,TWD,10.0,,,
6206,飛捷,飛捷科技股份有限公司,,25.0,21230513,1984-08-13,2004-08-03,FLYTECH　,http://www.flytech.com,TWD,10.0,,,
6209,今國光,今國光學工業股份有限公司,,26.0,56654500,1980-06-19,2004-11-08,KINKO,https://www.kinko-optical.com,TWD,10.0,,,
6213,聯茂,聯茂電子股份有限公司,,28.0,97179403,1997-04-10,2008-01-21,ITEQ,https://www.iteq.com.tw,TWD,10.0,,,
6214,精誠,精誠資訊股份有限公司,,30.0,97311466,1997-01-07,2010-12-30,SYSTEX,https://www.systex.com,TWD,10.0,,,
6215,和椿,和椿科技股份有限公司,,31.0,12304443,1980-11-18,2007-12-31,Aurotek,http://www.aurotek.com.tw,TWD,10.0,,,
6216,居易,居易科技股份有限公司,,27.0,16242320,1997-10-14,2004-09-27,DrayTek Corp.,https://www.draytek.com,TWD,10.0,,,
6224,聚鼎,聚鼎科技股份有限公司,,28.0,16433242,1997-12-18,2009-09-17,PTTC.,https://www.pttc.com.tw,TWD,10.0,,,
6225,天瀚,天瀚科技股份有限公司,,26.0,16253228,1997-10-27,2004-09-27,AIPTEK,https://www.aiptek.tw,TWD,10.0,,,
6226,光鼎,光鼎電子股份有限公司,,26.0,22601800,1987-09-23,2008-11-10,Para Light,http://paralighttaiwan.com/,TWD,10.0,,,
6230,超眾,尼得科超眾科技股份有限公司,,25.0,34005476,1973-12-14,2010-09-16,NCCI,https://www.ccic.com.tw,TWD,10.0,,,
6235,華孚,華孚科技股份有限公司,,25.0,35383165,1954-01-23,2004-08-23,Waffer,https://www.waffer.com.tw,TWD,10.0,,,
6239,力成,力成科技股份有限公司,,24.0,16082267,1997-05-15,2004-11-08,PTI,https://www.pti.com.tw/,TWD,10.0,,,
6243,迅杰,迅杰科技股份有限公司,,24.0,16505809,1998-05-20,2009-12-17,ENE,https://www.ene.com.tw,TWD,10.0,,,
6251,定穎,定穎電子股份有限公司,,28.0,22993144,1988-08-18,2009-03-18,DYNAMIC,http://www.dynamicpcb.com,TWD,10.0,,,
6257,矽格,矽格股份有限公司,,24.0,23218022,1988-12-15,2003-08-25,SIGURD　　,https://www.sigurd.com.tw,TWD,10.0,,,
6269,台郡,台郡科技股份有限公司,,28.0,16347324,1997-12-19,2003-09-23,FLEXIUM,https://www.flexium.com.tw,TWD,10.0,,,
6271,同欣電,同欣電子工業股份有限公司,,24.0,04226986,1974-08-11,2007-11-16,THEIL,https://www.theil.com,TWD,10.0,,,
6277,宏正,宏正自動科技股份有限公司,,25.0,12403422,1979-07-06,2003-10-30,ATEN,http://www.aten.com/tw/zh/,TWD,10.0,,,
6278,台表科,台灣表面黏著科技股份有限公司,,26.0,23722471,1990-03-24,2010-08-24,TSMT,https://www.tsmt.com.tw,TWD,10.0,,,
6281,全國電,全國電子股份有限公司,,29.0,22006252,1986-01-11,2005-12-08,E-LIFE,https://www.elifemall.com.tw,TWD,10.0,,,
6282,康舒,康舒科技股份有限公司,,28.0,12341051,1981-07-29,2003-09-08,AcBel,http://www.acbel.com,TWD,10.0,,,
6283,淳安,淳安電子股份有限公司,,31.0,89827686,1996-01-12,2008-01-21,SOE　,https://www.soe-ele.com,TWD,10.0,,,
6285,啟碁,啟碁科技股份有限公司,,27.0,97331723,1996-12-07,2003-09-22,　WNC　,https://www.wnc.com.tw,TWD,10.0,,,
6288,聯嘉,聯嘉光電股份有限公司,,12.0,89396315,1995-06-13,2018-05-09,EOI　　,https://www.eoi.com.tw,TWD,10.0,,,
6289,華上,華上光電股份有限公司,,26.0,16743865,1998-09-28,2003-08-28,AOC　,http://www.aocepi.com,TWD,10.0,,,
6405,悅城,悅城科技股份有限公司,,26.0,27340208,2004-07-13,2013-11-28,ONANO,https://www.onano-nm.com,TWD,10.0,,,
6409,旭隼,旭隼科技股份有限公司,,31.0,28865032,2008-05-01,2014-03-31,VOLTRONIC,https://www.voltronicpower.com,TWD,10.0,,,
6412,群電,群光電能科技股份有限公司,,28.0,24284436,2008-12-24,2013-11-08,Chicony Power,http://www.chiconypower.com.tw/,TWD,10.0,,,
6414,樺漢,樺漢科技股份有限公司,,25.0,70380046,1999-07-12,2014-03-28,ENNOCONN,http://www.ennoconn.com,TWD,10.0,,,
6415,矽力-KY,矽力杰股份有限公司,KY 開曼群島                                                    ,24.0,02906023,2008-02-07,2013-12-12,Silergy,http://www.silergy.com,TWD,10.0,,,
6416,瑞祺電通,瑞祺電通股份有限公司,,27.0,28488592,2007-04-19,2018-04-16,CASWELL,https://www.cas-well.com,TWD,10.0,,,
6431,光麗-KY,光麗光電科技股份有限公司,KY 開曼群島                                                    ,26.0,41181265,2012-07-04,2014-12-04,KSKL,http://www.kskl.com.cn,TWD,10.0,,,
6438,迅得,迅得機械股份有限公司,,31.0,70753397,1999-10-28,2021-01-19,SAA,https://www.saa-symtek.com,TWD,10.0,,,
6442,光聖,光紅建聖股份有限公司,,27.0,97119975,1996-09-04,2015-07-14,EZconn,https://www.ezconn.com,TWD,10.0,,,
6443,元晶,元晶太陽能科技股份有限公司,,26.0,28997300,2010-06-24,2015-10-01,TSEC,https://www.tsecpv.com,TWD,10.0,,,
6449,鈺邦,鈺邦科技股份有限公司,,28.0,28064644,2005-12-23,2014-12-09,APAQ,http://www.apaq.com.tw/,TWD,10.0,,,
6451,訊芯-KY,訊芯科技控股股份有限公司,KY 開曼群島                                                    ,24.0,38649225,2008-01-08,2015-01-26,ShunSin,http://www.shunsintech.com/,TWD,10.0,,,
6456,GIS-KY,GIS Holding Limited,KY 開曼群島                                                    ,26.0,41420316,2011-01-04,2015-06-12,GIS,http://www.gis-touch.com,TWD,10.0,,,
6464,台數科,台灣數位光訊科技股份有限公司,,20.0,28371951,2006-08-02,2015-12-16,top MSO,https://www.topmso.com.tw,TWD,10.0,,,
6477,安集,安集科技股份有限公司,,26.0,28580346,2007-02-13,2016-06-21,Anji,http://www.anjitek.com,TWD,10.0,,,
6491,晶碩,晶碩光學股份有限公司,,22.0,25021158,2009-08-26,2019-10-07,PEGAVISION,http://www.pegavision.com,TWD,10.0,,,
6504,南六,南六企業股份有限公司,,20.0,75989858,1978-12-01,2013-05-07,NAN LIU　　,https://www.e-nonwoven.com.tw,TWD,10.0,,,
6505,台塑化,台塑石化股份有限公司,,23.0,86522210,1992-04-06,2003-12-26,FPCC,https://WWW.FPCC.COM.TW,TWD,10.0,,,
6515,穎崴,穎崴科技股份有限公司,,24.0,13145774,2001-04-10,2021-01-20,WinWay,http://www.winwayglobal.com/,TWD,10.0,,,
6525,捷敏-KY,捷敏股份有限公司,KY 開曼群島                                                    ,24.0,49791260,1998-04-17,2016-04-12,GEM,https://www.gemservices.com,TWD,10.0,,,
6531,愛普,愛普科技股份有限公司,,24.0,53503847,2011-08-04,2016-05-31,AP Memory,https://www.apmemory.com,TWD,10.0,,,
6533,晶心科,晶心科技股份有限公司,,24.0,27638046,2005-03-14,2017-03-14,ANDES,http://www.andestech.com,TWD,10.0,,,
6541,泰福-KY,泰福生技股份有限公司,KY 開曼群島                                                    ,22.0,24797816,2013-05-08,2017-10-26,Tanvex,https://www.tanvex.com,TWD,10.0,,,
6552,易華電,易華電子股份有限公司,,24.0,76025826,1973-10-06,2017-01-10,JMC,http://www.jmct.com.tw,TWD,10.0,,,
6558,興能高,興能高科技股份有限公司,,31.0,97430131,1997-03-10,2018-12-05,SYNST,https://www.synst.com.tw,TWD,10.0,,,
6573,虹揚-KY,虹揚發展科技股份有限公司,KY 開曼群島                                                    ,24.0,53016234,2009-12-11,2017-09-26,HY,http://www.hygroup.com.tw,TWD,10.0,,,
6579,研揚,研揚科技股份有限公司,,25.0,53113073,2010-12-01,2017-08-21,AAEON,http://www.aaeon.com,TWD,10.0,,,
6581,鋼聯,台灣鋼聯股份有限公司,,20.0,89528054,1995-05-24,2018-01-30,TSU,https://www.tsutw.com.tw/,TWD,10.0,,,
6582,申豐,申豐特用應材股份有限公司,,11.0,85841102,1979-07-17,2017-06-14,Shin Foong,http://www.shinfoong.com.tw,TWD,10.0,,,
6591,動力-KY,動力科技股份有限公司,KY 開曼群島                                                    ,25.0,42461124,2013-11-28,2017-12-28,SUN MAX,http://www.sun-max.com.tw,TWD,10.0,,,
6592,和潤企業,和潤企業股份有限公司,,20.0,16844548,1999-05-25,2019-12-09,HOTAI FINANCE,https://www.hfcfinance.com.tw,TWD,10.0,,,
6598,ABC-KY,Applied BioCode Corporation,KY 開曼群島                                                    ,22.0,42545659,2016-04-15,2020-06-09,Applied BioCode,https://www.ApBioCode.com/tw,TWD,10.0,,,
6605,帝寶,帝寶工業股份有限公司,,12.0,59347422,1980-04-25,2004-03-17,DEPO,https://www.depoautolamp.com,TWD,10.0,,,
6625,必應,必應創造股份有限公司,,20.0,54663862,2014-01-02,2018-02-07,Binlive,http://www.bin-live.com/,TWD,10.0,,,
6641,基士德-KY,基士德科技股份有限公司,KY 開曼群島                                                    ,20.0,82703128,2013-10-03,2018-09-21,GSD-KY,http://www.gsd.net.tw/,TWD,10.0,,,
6655,科定,科定企業股份有限公司,,20.0,80214519,2002-07-22,2018-11-28,KD,http://www.twkd.com,TWD,10.0,,,
6666,羅麗芬-KY,羅麗芬控股股份有限公司,KY 開曼群島                                                    ,22.0,82230260,2016-09-21,2018-11-19,LLF-KY,https://www.luolihfen.com/,TWD,10.0,,,
6668,中揚光,中揚光電股份有限公司,,26.0,54258218,2013-06-04,2018-12-12,Zhong Yang,http://www.jmo-corp.com,TWD,10.0,,,
6669,緯穎,緯穎科技服務股份有限公司,,25.0,53687704,2012-03-03,2019-03-27,Wiwynn,http://www.wiwynn.com,TWD,10.0,,,
6670,復盛應用,復盛應用科技股份有限公司,,20.0,53091900,2010-09-14,2018-12-18,FSP,https://www.fusheng-precision.com/,TWD,10.0,,,
6671,三能-KY,三能集團控股股份有限公司,KY 開曼群島                                                    ,20.0,82517356,2015-04-29,2018-12-11,San Neng-KY,https://www.sannenggroup.com/,TWD,10.0,,,
6672,騰輝電子-KY,騰輝電子國際集團股份有限公司,KY 開曼群島                                                    ,28.0,72952251,2012-10-16,2019-04-17,Ventec,https://www.ventec-group.com,TWD,10.0,,,
6674,鋐寶科技,鋐寶科技股份有限公司,,27.0,24456541,2009-08-19,2018-11-28,CBN,http://www.icbn.com.tw/,TWD,10.0,,,
6698,旭暉應材,旭暉應用材料股份有限公司,,31.0,28722767,2007-05-25,2019-11-25,FINEMAT,https://www.fine-mat.com,TWD,10.0,,,
6706,惠特,惠特科技股份有限公司,,26.0,70697332,2000-01-25,2019-12-19,FitTech,http://www.fittech.com.tw/,TWD,10.0,,,
6715,嘉基,嘉基科技股份有限公司,,28.0,53431627,2011-08-22,2019-12-12,Lintes,https://www.lintestech.com,TWD,10.0,,,
6743,安普新,安普新股份有限公司,,31.0,16540496,1998-07-02,2020-12-14,AMPACS,http://www.ampacscorp.com/,TWD,10.0,,,
6754,匯僑設計,匯僑室內裝修設計股份有限公司,,20.0,24775812,2014-12-09,2020-08-25,Rich Honour,https://www.richhonour.com,TWD,10.0,,,
6756,威鋒電子,威鋒電子股份有限公司,,24.0,29125676,2008-07-07,2020-12-24,VLI,https://www.via-labs.com,TWD,10.0,,,
8011,台通,台通光電股份有限公司,,27.0,12362365,1981-12-21,2011-09-19,TTCC,https://www.ttcc.com.tw,TWD,10.0,,,
8016,矽創,矽創電子股份有限公司,,24.0,86735240,1992-07-09,2003-12-25,Sitronix　　,http://www.sitronix.com.tw,TWD,10.0,,,
8021,尖點,尖點科技股份有限公司,,31.0,96912835,1996-04-12,2008-01-21,Topoint　　,http://www.topoint.tw/,TWD,10.0,,,
8028,昇陽半導體,昇陽國際半導體股份有限公司,,24.0,84149884,1997-03-03,2018-07-10,PSI　　,https://www.psi.com.tw,TWD,10.0,,,
8033,雷虎,雷虎科技股份有限公司,,20.0,52541175,1979-10-02,2007-06-21,TT,https://www.thundertiger.com,TWD,10.0,,,
8039,台虹,台虹科技股份有限公司,,28.0,16198345,1997-08-16,2009-12-17,TAIFLEX　,https://www.taiflex.com.tw,TWD,10.0,,,
8046,南電,南亞電路板股份有限公司,,28.0,16096804,1997-10-28,2006-04-07,N.P.C,https://www.nanyapcb.com.tw,TWD,10.0,,,
8070,長華*,長華電材股份有限公司,,29.0,23307811,1989-05-13,2007-12-31,CHANG WAH,https://www.cwei.com.tw,TWD,1.0,,,
8072,陞泰,陞泰科技股份有限公司,,29.0,97092770,1996-06-26,2005-08-19,AV TECH　,https://www.avtech.com.tw,TWD,10.0,,,
8081,致新,致新科技股份有限公司,,24.0,84149723,1996-07-03,2008-12-30,GMT,http://www.gmt.com.tw,TWD,10.0,,,
8101,華冠,華冠通訊股份有限公司,,27.0,70747852,1999-08-24,2004-07-01,Arima Comm.　　,https://www.arimacomm.com.tw,TWD,10.0,,,
8103,瀚荃,瀚荃股份有限公司,,28.0,23632274,1990-03-16,2009-09-29,CviLux,https://www.cvilux-group.com,TWD,10.0,,,
8104,錸寶,錸寶科技股份有限公司,,26.0,70766576,2000-03-13,2019-01-17,RiTdisplay,http://www.ritdisplay.com,TWD,10.0,,,
8105,凌巨,凌巨科技股份有限公司,,26.0,16432742,1997-12-15,2006-12-27,GiantPlus,https://www.giantplus.com,TWD,10.0,,,
8110,華東,華東科技股份有限公司,,24.0,22101116,1995-04-06,2007-10-31,WALTON　,https://www.walton.com.tw,TWD,10.0,,,
8112,至上,至上電子股份有限公司,,29.0,22368959,1987-03-05,2007-12-31,Supreme　　,https://www.supreme.com.tw,TWD,10.0,,,
8114,振樺電,振樺電子股份有限公司,,25.0,12514341,1984-08-11,2012-11-26,POSIFLEX,https://www.posiflex.com.tw,TWD,10.0,,,
8131,福懋科,福懋科技股份有限公司,,24.0,23826736,1990-09-11,2007-11-29,　　FATC,http://www.fatc.com.tw,TWD,10.0,,,
8150,南茂,南茂科技股份有限公司,,24.0,16130042,1997-07-28,2014-04-11,ChipMOS　　,https://www.chipmos.com,TWD,10.0,,,
8163,達方,達方電子股份有限公司,,25.0,16081507,1997-05-08,2007-11-28,DARFON,https://WWW.DARFON.COM.TW,TWD,10.0,,,
8201,無敵,無敵科技股份有限公司,,31.0,23163259,1989-02-17,2007-10-29,BESTA　　,http://www.besta.com.tw,TWD,10.0,,,
8210,勤誠,勤誠興業股份有限公司,,25.0,05143647,1983-12-05,2011-12-01,CHENBRO　,https://www.chenbro.com,TWD,10.0,,,
8213,志超,志超科技股份有限公司,,28.0,70801378,1998-04-21,2009-12-25,tpt,https://www.tpt-pcb.com.tw,TWD,10.0,,,
8215,明基材,明基材料股份有限公司,,26.0,16549778,1998-07-16,2010-11-12,BMC,https://www.benqmaterials.com,TWD,10.0,,,
8222,寶一,寶一科技股份有限公司,,5.0,04431804,1974-10-05,2015-01-27,Aero Win,https://www.aerowin.com　　,TWD,10.0,,,
8249,菱光,菱光科技股份有限公司,,28.0,16596646,1998-06-15,2005-05-17,CSI　　,https://www.csi-sensor.com.tw,TWD,10.0,,,
8261,富鼎,富鼎先進電子股份有限公司,,24.0,16550923,1998-07-17,2009-12-11,　　APEC,https://www.a-power.com.tw,TWD,10.0,,,
8271,宇瞻,宇瞻科技股份有限公司,,24.0,97444368,1997-04-16,2010-12-29,Apacer,https://www.apacer.com,TWD,10.0,,,
8341,日友,日友環保科技股份有限公司,,20.0,89922041,1994-11-29,2015-03-23,SF　　,http://www.sunnyfriend.com.tw/,TWD,10.0,,,
8367,建新國際,建新國際股份有限公司,,15.0,23250583,1989-04-25,2018-09-12,CS　,https://www.chienshing.com.tw,TWD,10.0,,,
8374,羅昇,羅昇企業股份有限公司,,5.0,12486062,1984-03-31,2008-12-25,ACE PILLAR,https://www.acepillar.com.tw,TWD,10.0,,,
8404,百和興業-KY,百和興業股份有限公司(開曼),KY 開曼群島                                                    ,20.0,26829193,2006-11-06,2011-05-18,PAIHO  SHIH,https://www.paiho.cn/,TWD,10.0,,,
8411,福貞-KY,福貞控股股份有限公司,KY 開曼群島                                                    ,20.0,10913602,2009-08-26,2011-11-01,KINGCAN,https://www.kingcanholdings.com,TWD,10.0,,,
8422,可寧衛,可寧衛股份有限公司,,20.0,16908140,1999-05-04,2011-10-05,Cleanaway,http://www.cleanaway.tw,TWD,10.0,,,
8427,基勝-KY,基勝（開曼）控股股份有限公司,KY 開曼群島                                                    ,20.0,53013905,2010-09-08,2011-12-06,KEYSHEEN,https://www.keysheen.com,TWD,10.0,,,
8429,金麗-KY,金麗集團控股有限公司,KY 開曼群島                                                    ,18.0,36986397,2010-12-15,2012-12-20,Jinli,https://www.jinligroup.com.tw,TWD,10.0,,,
8442,威宏-KY,威宏控股股份有限公司,KY 開曼群島                                                    ,20.0,50684485,2009-11-27,2016-11-08,WW,http://www.ww-holding.com.tw/,TWD,10.0,,,
8443,阿瘦,阿瘦實業股份有限公司,,18.0,80511709,2003-08-25,2014-09-15,ASO,https://www.asogroup.com.tw,TWD,10.0,,,
8454,富邦媒,富邦媒體科技股份有限公司,,18.0,27365925,2004-09-27,2014-12-19,momo,http://www.fmt.com.tw,TWD,10.0,,,
8462,柏文,柏文健康事業股份有限公司,,16.0,27693238,2005-10-04,2019-03-15,Fitness Factory,https://www.powerwindhealth.com.tw,TWD,10.0,,,
8463,潤泰材,潤泰精密材料股份有限公司,,20.0,86871981,1992-09-23,2015-07-13,RTM,http://www.rtm.com.tw,TWD,10.0,,,
8464,億豐,億豐綜合工業股份有限公司,,20.0,28696894,2007-07-26,2015-12-22,Nien Made,http://www.nienmade.com.tw/,TWD,10.0,,,
8466,美吉吉-KY,美吉吉國際股份有限公司,KY 開曼群島                                                    ,20.0,50640945,2010-10-08,2016-11-01,M.J.,https://www.mjig.com,TWD,10.0,,,
8467,波力-KY,波力環球企業股份有限公司,KY 開曼群島                                                    ,20.0,47442040,2013-07-10,2015-12-15,BONNY,http://bonnyworldwide.com/,TWD,10.0,,,
8473,山林水,山林水環境工程股份有限公司,,20.0,27329077,2004-06-10,2016-09-08,FOREST WATER,https://www.mfw.com.tw,TWD,10.0,,,
8478,東哥遊艇,東哥企業股份有限公司,,20.0,85798816,1978-01-23,2017-12-11,OceanAlexander,https://oceanalexander.com/zh-hans/,TWD,10.0,,,
8480,泰昇-KY,泰昇國際(控股)有限公司,KY 開曼群島                                                    ,20.0,56255601,2014-02-06,2017-01-17,Taisun-KY,http://www.taisunholding.com/,TWD,10.0,,,
8481,政伸,政伸企業股份有限公司,,20.0,22396792,1987-02-23,2017-02-24,Transart,http://www.transart.com.tw/,TWD,10.0,,,
8482,商億-KY,商億全球控股有限公司,KY 開曼群島                                                    ,20.0,82172064,2014-09-30,2018-08-15,Shane Global,http://www.shaneglobal.com.tw,TWD,10.0,,,
8488,吉源-KY,吉源控股股份有限公司,KY 開曼群島                                                    ,20.0,47848647,2014-03-27,2016-12-13,JYPKG,http://www.jypkg.com,TWD,10.0,,,
8499,鼎炫-KY,鼎炫投資控股股份有限公司,KY 開曼群島                                                    ,20.0,72780928,2013-11-08,2017-11-24,TOP BRIGHT,http://topbright.taiwanscale.com,TWD,10.0,,,
8926,台汽電,台灣汽電共生股份有限公司,,23.0,86685142,1992-05-07,2003-08-25,TCC　　,https://www.cogen.com.tw,TWD,10.0,,,
8940,新天地,新天地國際實業股份有限公司,,16.0,84435578,1993-07-19,2009-05-15,New Palace,https://www.newpalace.com.tw,TWD,10.0,,,
8996,高力,高力熱處理工業股份有限公司,,5.0,35319185,1970-10-11,2014-02-14,KAORI　,http://www.kaori-taiwan.com,TWD,10.0,,,
9103,美德醫療-DR,美德向邦醫療國際股份有限公司,BM 百慕達群島                                                  ,91.0,00000000,1997-11-26,2002-12-13,MEDTECS,https://www.medtecs.com.tw,,0.0,,,
910322,康師傅-DR,康師傅控股有限公司,KY 開曼群島                                                    ,91.0,00000000,1994-01-12,2009-12-16,Tingyi,http://www.masterkong.com.cn/,USD,0.005,,,
