symbol_id,abb_zhname,name,registration,industry,tax_ID,found,listing,abb_enname,website,currency,par_value,description,type,enname
0050,元大台灣50,元大台灣卓越50證券投資信託基金,,,98764389,2003-06-25,2003-06-30,,,,,臺灣50指數,國內成分證券指數股票型基金,Yuanta/P-shares Taiwan Top 50 ETF
0051,元大中型100,元大台灣中型100證券投資信託基金,,,48772770,2006-08-24,2006-08-31,,,,,臺灣中型100指數,國內成分證券指數股票型基金,Yuanta/P-shares Taiwan Mid-Cap 100 ETF
0052,富邦科技,富邦台灣科技指數證券投資信託基金,,,48790067,2006-08-28,2006-09-12,,,,,臺灣資訊科技指數,國內成分證券指數股票型基金,Fubon Taiwan Technology Tracker Fund
0053,元大電子,元大台灣ETF傘型證券投資信託基金之電子科技證券投資信託基金,,,48903196,2007-07-04,2007-07-16,,,,,電子類加權股價指數,國內成分證券指數股票型基金,Yuanta/P-shares Taiwan Electronics Tech ETF
0054,元大台商50,元大台灣ETF傘型證券投資信託基金之台商收成證券投資信託基金,,,48903180,2007-07-04,2007-07-16,,,,,S&P台商收成指數,國內成分證券指數股票型基金,Yuanta/P-shares S&P Custom China Play 50 ETF
0055,元大MSCI金融,元大台灣ETF傘型證券投資信託基金之金融證券投資信託基金,,,48903175,2007-07-04,2007-07-16,,,,,MSCI台灣金融指數,國內成分證券指數股票型基金,Yuanta/P-shares MSCI Taiwan Financials ETF
0056,元大高股息,元大台灣高股息證券投資信託基金,,,48966213,2007-12-13,2007-12-26,,,,,臺灣高股息指數,國內成分證券指數股票型基金,Yuanta/P-shares Taiwan Dividend Plus ETF
0057,富邦摩台,富邦台灣ETF傘型證券投資信託基金之富邦台灣摩根指數股票型證券投資信託基金,,,48975156,2008-02-14,2008-02-27,,,,,MSCI&reg;臺灣指數,國內成分證券指數股票型基金,FUBON MSCI  TAIWAN ETF
0061,元大寶滬深,元大標智滬深300證券投資信託基金,,,25610486,2009-08-04,2009-08-17,,,,,滬深300指數,連結式證券指數股票型基金,W.I.S.E. Yuanta/P-shares CSI 300 ETF
006203,元大MSCI台灣,元大摩臺證券投資信託基金,,,26306553,2011-04-21,2011-05-12,,,,,MSCI&reg;臺灣指數,國內成分證券指數股票型基金,Yuanta/ P-shares MSCI Taiwan ETF
006204,永豐臺灣加權,永豐臺灣加權ETF證券投資信託基金,,,26332314,2011-09-06,2011-09-28,,,,,臺灣證券交易所發行量加權股價指數,國內成分證券指數股票型基金,Sinopac TAIEX ETF
006205,富邦上証,富邦上証180證券投資信託基金,,,26334740,2011-08-30,2011-09-26,,,,,上証180指數,國外成分證券指數股票型基金,Fubon SSE180 ETF
006206,元大上證50,元大中國傘型證券投資信託基金之上證50證券投資信託基金,,,31830488,2012-04-25,2012-05-11,,,,,上證50指數,國外成分證券指數股票型基金,Yuanta/P-shares SSE50 ETF
006207,FH滬深,復華滬深300 A股證券投資信託基金,,,31835478,2012-06-05,2012-06-22,,,,,滬深300指數,國外成分證券指數股票型基金,Fuh Hwa CSI 300 A Shares Exchange Traded Fund
006208,富邦台50,富邦台灣釆吉50 證券投資信託基金,,,31840182,2012-06-22,2012-07-17,,,,,臺灣50指數,國內成分證券指數股票型基金,Fubon FTSE TWSE Taiwan 50 ETF
00625K,富邦上証+R,富邦上証180證券投資信託基金-加掛人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金,,,26334740,2016-08-08,2016-08-08,,,,,上証180指數,國外成份/加掛外幣證券指數股票型基金,FUBON SSE 180 ETF RMB
00631L,元大台灣50正2,元大ETF傘型證券投資信託基金之台灣50單日正向2倍證券投資信託基金,,,38619904,2014-10-23,2014-10-31,,,,,臺灣50指數,槓桿/反向指數股票型基金,Yuanta Daily Taiwan 50 Bull 2X ETF
00632R,元大台灣50反1,元大ETF傘型證券投資信託基金之台灣50單日反向1倍證券投資信託基金,,,38619910,2014-10-23,2014-10-31,,,,,臺灣50指數,槓桿/反向指數股票型基金,Yuanta Daily Taiwan 50 Bear -1X ETF
00633L,富邦上証正2,富邦中國ETF傘型證券投資信託基金之富邦上証180單日正向兩倍證券投資信託基金,,,38633011,2014-11-11,2014-11-25,,,,,上証180兩倍槓桿指數,槓桿/反向指數股票型基金,Fubon SSE 180 Leveraged 2X Index ETF
00634R,富邦上証反1,富邦中國ETF傘型證券投資信託基金之富邦上証180單日反向一倍證券投資信託基金,,,38633027,2013-11-11,2014-11-25,,,,,上証180反向指數,槓桿/反向指數股票型基金,Fubon SSE 180 Inversed Index ETF
00635U,元大S&P黃金,元大標普高盛黃金ER指數股票型期貨信託基金,,,38651191,2015-04-01,2015-04-15,,,,,標普高盛黃金ER指數,指數股票型期貨信託基金,Yuanta S&P GSCI Gold ER Futures ETF
00636,國泰中國A50,國泰富時中國A50證券投資信託基金,,,42260528,2015-03-20,2015-04-01,,,,,富時中國A50指數,國外成分證券指數股票型基金,Cathay FTSE China A50 ETF
00636K,國泰中國A50+U,國泰富時中國A50證券投資信託基金(加掛美元受益憑證)-國外成份/加掛外幣證券指數股票型基金,,,42260528,2017-10-24,2017-10-24,,,,,富時中國A50指數,國外成份/加掛外幣證券指數股票型基金,Cathay FTSE China A50 ETF
00637L,元大滬深300正2,元大滬深300傘型證券投資信託基金之滬深300單日正向2倍證券投資信託基金,,,42300253,2015-05-06,2015-05-18,,,,,滬深300日報酬正向兩倍指數,槓桿/反向指數股票型基金,Yuanta Daily CSI300 Bull 2X ETF
00638R,元大滬深300反1,元大滬深300傘型證券投資信託基金之滬深300單日反向1倍證券投資信託基金,,,42300232,2015-05-06,2015-05-18,,,,,滬深300日報酬反向一倍指數,槓桿/反向指數股票型基金,Yuanta Daily CSI 300 Bear -1X ETF
00639,富邦深100,富邦深証100證券投資信託基金,,,42302273,2015-05-20,2015-06-09,,,,,深証100指數,國外成分證券指數股票型基金,Fubon SZSE 100 ETF
00640L,富邦日本正2,富邦日本ETF傘型證券投資信託基金之富邦日本東証單日正向兩倍證券投資信託基金,,,42319561,2015-08-27,2015-09-10,,,,,東証正向二倍指數,槓桿/反向指數股票型基金,Fubon TOPIX Leveraged 2X Index ETF
00641R,富邦日本反1,富邦日本ETF傘型證券投資信託基金之富邦日本東証單日反向一倍證券投資信託基金,,,42319582,2015-08-27,2015-09-10,,,,,東証反向一倍指數,槓桿/反向指數股票型基金,Fubon TOPIX Inverse-1X Index ETF
00642U,元大S&P石油,元大標普高盛原油ER指數股票型期貨信託基金,,,42320363,2015-08-27,2015-09-07,,,,,標普高盛原油增強超額回報指數,指數股票型期貨信託基金,Yuanta S&P GSCI Crude Oil ER Futures ETF
00643,群益深証中小,群益深証中小板證券投資信託基金,,,42323777,2015-11-12,2015-12-02,,,,,深証中小板指數,國外成分證券指數股票型基金,CAPITAL SZSE SME PRICE INDEX ETF
00643K,群益深証中小+R,群益深証中小板證券投資信託基金-加掛人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金,,,42323777,2015-11-12,2016-08-26,,,,,深証中小板指數,國外成份/加掛外幣證券指數股票型基金,CAPITAL SZSE SME PRICE INDEX ETF
00645,富邦日本,富邦日本東証證券投資信託基金,,,42328908,2015-10-28,2015-11-06,,,,,東證股價指數,國外成分證券指數股票型基金,Fubon TOPIX ETF
00646,元大S&P500,元大標普500傘型證券投資信託基金之標普500證券投資信託基金,,,42333613,2015-12-02,2015-12-14,,,,,標普500指數,國外成分證券指數股票型基金,Yuanta S&P 500 ETF
00647L,元大S&P500正2,元大標普500傘型證券投資信託基金之標普500單日正向2倍證券投資信託基金,,,42333579,2015-12-02,2015-12-14,,,,,標普500 2倍槓桿指數,槓桿/反向指數股票型基金,Yuanta Daily S&P 500 Bull 2X ETF
00648R,元大S&P500反1,元大標普500傘型證券投資信託基金之標普500單日反向1倍證券投資信託基金,,,42333563,2015-12-02,2015-12-14,,,,,標普500反向指數,槓桿/反向指數股票型基金,Yuanta Daily S&P 500 Bear 1X ETF
00650L,FH香港正2,復華香港ETF傘型證券投資信託基金之復華恒生單日正向二倍證券投資信託基金,,,42329863,2016-01-13,2016-01-27,,,,,恒指槓桿指數,槓桿/反向指數股票型基金,Fuh Hwa Daily Hang Seng Leveraged 2X ETF
00651R,FH香港反1,復華香港ETF傘型證券投資信託基金之復華恒生單日反向一倍證券投資信託基金,,,42329879,2016-01-13,2016-01-27,,,,,恒指短倉指數,槓桿/反向指數股票型基金,Fuh Hwa Daily Hang Seng Inversed ETF
00652,富邦印度,富邦印度ETF傘型證券投資信託基金之富邦印度NIFTY證券投資信託基金,,,42376963,2016-03-16,2016-03-29,,,,,NIFTY指數,國外成分證券指數股票型基金,Fubon NIFTY ETF
00653L,富邦印度正2,富邦印度ETF傘型證券投資信託基金之富邦印度NIFTY單日正向兩倍證券投資信託基金,,,42376990,2016-03-16,2016-03-29,,,,,NIFTY正向2倍指數,槓桿/反向指數股票型基金,Fubon NIFTY 2X Leveraged Index ETF
00654R,富邦印度反1,富邦印度ETF傘型證券投資信託基金之富邦印度NIFTY單日反向一倍證券投資信託基金,,,42376984,2016-03-16,2016-03-29,,,,,NIFTY反向1倍指數,槓桿/反向指數股票型基金,Fubon NIFTY -1 Inverse Index ETF
00655L,國泰中國A50正2,國泰A50傘型證券投資信託基金之富時中國A50單日正向2倍證券投資信託基金,,,42385148,2016-03-08,2016-03-18,,,,,富時中國A50兩倍槓桿指數,槓桿/反向指數股票型基金,Cathay FTSE China A50 Daily Leveraged 2X ETF
00656R,國泰中國A50反1,國泰A50傘型證券投資信託基金之富時中國A50單日反向1倍證券投資信託基金,,,42385127,2016-03-08,2016-03-18,,,,,富時中國A50反向指數,槓桿/反向指數股票型基金,Cathay FTSE China A50 Daily Inversed  ETF
00657,國泰日經225,國泰日本ETF傘型證券投資信託基金之日經225證券投資信託基金,,,42389475,2016-04-25,2016-05-09,,,,,日經225,國外成分證券指數股票型基金,Cathay Nikkei 225 Currency-hedged ETF Fund
00657K,國泰日經225+U,國泰日經225證券投資信託基金(加掛美元受益憑證)-國外成份/加掛外幣證券指數股票型基金,,,42389475,2017-10-24,2017-10-24,,,,,日經225,國外成份/加掛外幣證券指數股票型基金,Cathay Nikkei 225 Currency-hedged ETF Fund(USD)
00660,元大歐洲50,元大已開發國家傘型證券投資信託基金之元大歐洲50證券投資信託基金,,,42398684,2016-06-01,2016-06-15,,,,,歐洲 STOXX50 指數,國外成分證券指數股票型基金,Yuanta EURO STOXX 50 ETF
00661,元大日經225,元大已開發國家傘型證券投資信託基金之元大日經225證券投資信託基金,,,42398663,2016-06-01,2016-06-15,,,,,日經225指數,國外成分證券指數股票型基金,Yuanta Nikkei 225 ETF
00662,富邦NASDAQ,富邦NASDAQ-100證券投資信託基金,,,42399305,2016-06-03,2016-06-17,,,,,NASDAQ-100 指數,國外成分證券指數股票型基金,Fubon  NASDAQ-100  ETF
00663L,國泰臺灣加權正2,國泰臺指ETF傘型證券投資信託基金之臺灣加權指數單日正向2倍證券投資信託基金,,,42404264,2016-07-01,2016-07-14,,,,,臺灣加權指數單日正向2倍指數,槓桿/反向指數股票型基金,Cathay TAIEX Daily Leveraged 2X ETF Fund
00664R,國泰臺灣加權反1,國泰臺指ETF傘型證券投資信託基金之臺灣加權指數單日反向1倍證券投資信託基金,,,42404258,2016-07-01,2016-07-14,,,,,臺灣證券交易所發行量加權股價日報酬反向一倍指數,槓桿/反向指數股票型基金,Cathay TAIEX Daily Inversed ETF
00665L,富邦恒生國企正2,富邦恒生國企ETF傘型證券投資信託基金之富邦恒生國企單日正向兩倍證券投資信託基金,,,42404573,2016-07-21,2016-08-05,,,,,恒生國企槓桿指數,槓桿/反向指數股票型基金,Fubon Hang Seng China Enterprises Leveraged Index ETF
00666R,富邦恒生國企反1,富邦恒生國企ETF傘型證券投資信託基金之富邦恒生國企單日反向一倍證券投資信託基金,,,42404567,2016-07-21,2016-08-05,,,,,恒生國企短倉指數,槓桿/反向指數股票型基金,Fubon Hang Seng China Enterprises Inverse Index ETF
00668,國泰美國道瓊,國泰美國ETF傘型證券投資信託基金之道瓊工業平均指數證券投資信託基金,,,42443225,2016-10-03,2016-10-17,,,,,道瓊斯工業平均指數,國外成分證券指數股票型基金,Cathay DJIA ETF
00668K,國泰美國道瓊+U,國泰道瓊工業平均指數證券投資信託基金(加掛美元受益憑證)-國外成份/加掛外幣證券指數股票型基金,,,42443225,2017-10-24,2017-10-24,,,,,道瓊斯工業平均指數,國外成份/加掛外幣證券指數股票型基金,Cathay Dow Jones Industrial Average ETF(USD)
00669R,國泰美國道瓊反1,國泰美國ETF傘型證券投資信託基金之道瓊工業平均指數單日反向1倍證券投資信託基金,,,42443203,2016-10-03,2016-10-17,,,,,道瓊斯工業平均單日反向指數,槓桿/反向指數股票型基金,Cathay DJIA Inv 1X ETF
00670L,富邦NASDAQ正2,富邦NASDAQ-100 ETF 傘型證券投資信託基金之富邦NASDAQ-100單日正向兩倍證券投資信託基金,,,42441710,2017-02-14,2017-02-21,,,,,NASDAQ-100正向2倍指數,槓桿/反向指數股票型基金,Fubon NASDAQ-100  2X Leveraged Index ETF
00671R,富邦NASDAQ反1,富邦NASDAQ-100 ETF傘型證券投資信託基金之富邦NASDAQ-100 單日反向一倍證券投資信託基金,,,42441704,2016-02-14,2017-02-21,,,,,NASDAQ-100反向1倍指數,槓桿/反向指數股票型基金,Fubon NASDAQ-100 -1X  Inverse Index ETF
00673R,元大S&P原油反1,元大標普油金傘型期貨信託基金之元大標普高盛原油ER單日反向1倍指數股票型期貨信託基金,,,42451152,2016-09-30,2016-10-07,,,,,標普高盛原油日報酬反向一倍ER指數,槓桿/反向指數股票型基金,Yuanta S&P GSCI Crude Oil 1x Inverse ER Futures ETF
00674R,元大S&P黃金反1,元大標普油金傘型期貨信託基金之元大標普高盛黃金ER單日反向1倍指數股票型期貨信託基金,,,42451168,2016-09-30,2016-10-07,,,,,標普高盛黃金日報酬反向一倍ER指數,槓桿/反向指數股票型基金,Yuanta S&P GSCI Gold 1x Inverse ER FuturesETF
00675L,富邦臺灣加權正2,富邦臺灣加權ETF傘型證券投資信託基金之富邦臺灣加權單日正向兩倍證券投資信託基金,,,42450837,2016-09-23,2016-10-05,,,,,臺灣證券交易所發行量加權股價日報酬正向兩倍指數,槓桿/反向指數股票型基金,Fubon TAIEX Daily 2X  Leveraged ETF
00676R,富邦臺灣加權反1,富邦臺灣加權ETF傘型證券投資信託基金之富邦臺灣加權單日反向一倍證券投資信託基金,,,42450843,2016-09-23,2016-10-05,,,,,臺灣證券交易所發行量加權股價日報酬反向一倍指數,槓桿/反向指數股票型基金,Fubon TAIEX Daily-1X Inverse ETF
00677U,富邦VIX,富邦標普500波動率短期期貨ER指數股票型期貨信託基金,,,42460390,2016-12-22,2016-12-30,,,,,標普500波動率短期期貨ER指數,指數股票型期貨信託基金,Fubon S&P 500 VIX  Short-Term Futures ETF
00678,群益NBI生技,群益那斯達克生技證券投資信託基金,,,42465424,2017-01-09,2017-01-16,,,,,那斯達克生技指數(NBI),國外成分證券指數股票型基金,CAPITAL NASDAQ BIOTECHNOLOGY INDEX EXCHANGE
00680L,元大美債20正2,元大美國政府20年期(以上)債券ETF傘型證券投資信託基金之元大美國政府20年期(以上)債券單日正向2倍證券投資信託基金,,,42461567,2017-01-11,2017-01-17,,,,,ICE美國政府20+年期債券2倍槓桿指數,槓桿/反向指數股票型基金,Yuanta Daily U.S. Treasury 20+ Year Bond Bull 2X ETF
00681R,元大美債20反1,元大美國政府20年期(以上)債券ETF傘型證券投資信託基金之元大美國政府20年期(以上)債券單日反向1倍證券投資信託基金,,,42461588,2017-01-11,2017-01-17,,,,,ICE美國政府20+年期債券1倍反向指數,槓桿/反向指數股票型基金,Yuanta Daily U.S. Treasury 20+ Year Bond Bear 1X ETF
00682U,元大美元指數,元大標普美元指數傘型期貨信託基金之元大標普美元ER指數股票型期貨信託基金,,,42469717,2017-03-06,2017-03-14,,,,,標普美元ER指數,指數股票型期貨信託基金,Yuanta S&P US Dollar ER Futures ETF
00683L,元大美元指數正2,元大標普美元指數傘型期貨信託基金之元大標普美元ER單日正向2倍指數股票型期貨信託基金,,,42469738,2017-03-06,2017-03-14,,,,,標普美元日報酬正向兩倍ER指數,槓桿/反向指數股票型基金,Yuanta S&P US Dollar 2x Leverage ER Futures ETF
00684R,元大美元指數反1,元大標普美元指數傘型期貨信託基金之元大標普美元ER單日反向1倍指數股票型期貨信託基金,,,42469723,2017-03-06,2017-03-14,,,,,標普美元日報酬反向一倍ER指數,槓桿/反向指數股票型基金,Yuanta S&P US Dollar 1x Inverse ER Futures ETF
00685L,群益臺灣加權正2,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日正向2倍證券投資信託基金,,,42481276,2017-03-23,2017-03-30,,,,,臺灣證券交易所發行量加權股價日報酬正向兩倍指數,槓桿/反向指數股票型基金,CAPITAL TAIEX DAILY LEVERAGED 2X ETF
00686R,群益臺灣加權反1,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日反向1倍證券投資信託基金,,,42481260,2017-03-23,2017-03-30,,,,,臺灣證券交易所發行量加權股價日報酬反向一倍指數,槓桿/反向指數股票型基金,CAPITAL TAIEX DAILY INVERSED -1X ETF
00688L,國泰20年美債正2,國泰美國債券ETF傘型證券投資信託基金之彭博巴克萊20年期(以上)美國公債指數單日正向2倍證券投資信託基金,,,42482747,2017-04-06,2017-04-13,,,,,彭博巴克萊20年期(以上)美國公債單日正向2倍指數,槓桿/反向指數股票型基金,Cathay US Treasury 20+ YR Lev 2X ETF
00689R,國泰20年美債反1,國泰美國債券ETF傘型證券投資信託基金之彭博巴克萊20年期(以上)美國公債指數單日反向1倍證券投資信託基金,,,42482731,2017-04-06,2017-04-13,,,,,彭博巴克萊20年期(以上)美國公債單日反向1倍指數,槓桿/反向指數股票型基金,Cathay US Treasury 20+ YR Inv 1X ETF
00690,兆豐藍籌30,兆豐國際臺灣藍籌30ETF傘型證券投資信託基金之兆豐國際臺灣藍籌30 ETF證券投資信託基金,,,42482107,2017-03-27,2017-03-31,,,,,藍籌30指數,國內成分證券指數股票型基金,Mega Taiwan Blue Chip 30 ETF
00692,富邦公司治理,富邦臺灣公司治理100證券投資信託基金,,,42482423,2017-05-04,2017-05-17,,,,,臺灣證券交易所公司治理100指數,國內成分證券指數股票型基金,Fubon TWSE Corporate Governance 100 ETF
00693U,街口S&P黃豆,街口標普高盛黃豆ER指數股票型期貨信託基金,,,42484858,2017-04-17,2017-04-25,,,,,標普高盛黃豆ER指數(S&P GSCI Soybeans ER Index),指數股票型期貨信託基金,JKO S&P GSCI Soybeans ER Futures ETF
00700,富邦恒生國企,富邦恒生國企ETF證券投資信託基金,,,42464918,2017-07-21,2017-07-28,,,,,恒生中國企業指數,國外成分證券指數股票型基金,Fubon Hang Seng China Enterprises  ETF
00701,國泰股利精選30,國泰低波動ETF傘型證券投資信託基金之臺灣低波動股利精選30證券投資信託基金,,,42530591,2017-08-09,2017-08-17,,,,,臺灣指數公司低波動精選30指數,國內成分證券指數股票型基金,Cathay TIP TAIEX +Low Volatility Select 30 ETF
00702,國泰標普低波高息,國泰低波動ETF傘型證券投資信託基金之美國標普500低波動高股息證券投資信託基金,,,42530608,2017-08-09,2017-08-17,,,,,標普500低波動高股息指數,國外成分證券指數股票型基金,Cathay S&P 500 Low Volatility High
00703,台新MSCI中國,台新MSCI新興市場國家傘型ETF證券投資信託基金之台新MSCI中國證券投資信託基金,,,42528997,2017-08-02,2017-08-10,,,,,MSCI中國指數,國外成分證券指數股票型基金,Taishin MSCI China ETF
00706L,元大S&P日圓正2,元大標普金日傘型期貨信託基金之元大標普日圓ER單日正向2倍指數股票型期貨信託基金,,,42529996,2017-08-23,2017-09-01,,,,,標普日圓期貨日報酬正向2倍ER指數,槓桿/反向指數股票型基金,Yuanta S&P Japanese Yen 2x Leverage ER Futures ETF
00707R,元大S&P日圓反1,元大標普金日傘型期貨信託基金之元大標普日圓ER單日反向1倍指數股票型期貨信託基金,,,42529975,2017-08-23,2017-09-01,,,,,標普日圓期貨日報酬反向1倍ER指數,槓桿/反向指數股票型基金,Yuanta S&P Japanese Yen 1x Inverse ER Futures ETF
00708L,元大S&P黃金正2,元大標普金日傘型期貨信託基金之元大標普高盛黃金ER單日正向2倍指數股票型期貨信託基金,,,42530001,2017-08-23,2017-09-01,,,,,標普高盛黃金日報酬正向兩倍ER指數,槓桿/反向指數股票型基金,Yuanta S&P GSCI Gold 2x Leveraged ER Futures ETF
00709,富邦歐洲,富邦富時歐洲ETF證券投資信託基金,,,42529243,2017-08-07,2017-08-15,,,,,富時發展歐洲指數,國外成分證券指數股票型基金,Fubon FTSE Developed Europe ETF
00710B,FH彭博高收益債,復華全球收益ETF傘型證券投資信託基金之復華1至5年期高收益債券證券投資信託基金,,,42529932,2017-08-09,2017-08-21,,,,,彭博巴克萊1至5年期美元高收益債券(不含中國)發行量五億美元產業10%上限指數,國外成分證券指數股票型基金,Fuh Hwa 1-5 Yr High Yield ETF
00711B,FH彭博新興債,復華全球收益ETF傘型證券投資信託基金之復華新興市場10年期以上債券證券投資信託基金,,,42529953,2017-08-09,2017-08-21,,,,,彭博巴克萊新興市場10年期以上美元投資等級債券(不含中國)國家10%上限指數,國外成分證券指數股票型基金,Fuh Hwa Emerging Market 10+ Yr Bond ETF
00712,FH富時不動產,復華全球收益ETF傘型證券投資信託基金之復華富時不動產證券化證券投資信託基金,,,42529948,2017-08-09,2017-08-21,,,,,富時NAREIT抵押權型不動產投資信託指數,國外成分證券指數股票型基金,Fuh Hwa FTSE Mortgage REITs ETF
00713,元大台灣高息低波,元大台灣高股息低波動ETF證券投資信託基金,,,42540916,2017-09-19,2017-09-27,,,,,臺灣指數公司特選高股息低波動指數,國內成分證券指數股票型基金,Yuanta Taiwan High Dividend Low Volatility ETF
00714,群益道瓊美國地產,群益道瓊美國地產ETF證券投資信託基金,,,42543131,2017-10-20,2017-10-27,,,,,道瓊美國地產指數(Dow Jones U.S. Real Estate Index),國外成分證券指數股票型基金,CAPITAL DOW JONES U.S. REAL ESTATE  INDEX EXCHANGE TRADED FUND
00715L,街口布蘭特油正2,街口標普高盛布蘭特原油ER單日正向2倍指數股票型期貨信託基金,,,42546947,2017-11-08,2017-11-16,,,,,標普高盛布蘭特原油日報酬正向兩倍ER指數,槓桿/反向指數股票型基金,JKO S&P GSCI Brent Crude 2x Leveraged ER Futures ETF
00717,富邦美國特別股,富邦標普美國特別股ETF證券投資信託基金,,,42546448,2017-11-13,2017-11-29,,,,,標普美國特別股指數,國外成分證券指數股票型基金,Fubon S&P US Preferred Stock ETF
00728,第一金工業30,第一金臺灣工業菁英30ETF傘型證券投資信託基金之第一金臺灣工業菁英30 ETF證券投資信託基金,,,72949242,2018-04-10,2018-04-18,,,,,臺灣工業菁英30指數,國內成分證券指數股票型基金,FSITC Taiwan Industry Elite 30 ETF
00730,富邦臺灣優質高息,富邦道瓊臺灣優質高息30ETF證券投資信託基金,,,72949931,2018-01-30,2018-02-08,,,,,道瓊斯台灣優質高股息30指數,國內成分證券指數股票型基金,Fubon Dow Jones Taiwan High-Quality Dividend 30 ETF
00731,FH富時高息低波,復華富時台灣高股息低波動證券投資信託基金,,,72957164,2018-04-12,2018-04-20,,,,,富時台灣高股息低波動指數,國內成分證券指數股票型基金,Fuh Hwa FTSE Taiwan High Div Low Vol ETF
00732,國泰RMB短期報酬,國泰優勢收益傘型證券投資信託基金之富時人民幣短期報酬ETF 證券投資信託基金,,,72958749,2018-05-04,2018-05-14,,,,,富時中國國債及政策性銀行債券0-1 年精選指數,國外成分證券指數股票型基金,Cathay FTSE Chinese Government and Policy Bank Bond 0-1Year Select ETF
00733,富邦臺灣中小,富邦臺灣中小A級動能50ETF證券投資信託基金,,,72960132,2018-05-04,2018-05-17,,,,,臺灣指數公司中小型A級動能50指數,國內成分證券指數股票型基金,Fubon Taiwan Small-Mid Cap Alpha Momentum 50 ETF
00735,國泰臺韓科技,國泰趨勢ETF傘型證券投資信託基金之臺韓科技證券投資信託基金,,,72962758,2018-05-29,2018-06-11,,,,,臺韓資訊科技指數,國外成分證券指數股票型基金,Cathay Korea/Taiwan IT Premier ETF
00736,國泰新興市場,國泰趨勢ETF傘型證券投資信託基金之富時新興市場證券投資信託基金,,,72962770,2018-05-29,2018-06-11,,,,,富時新興市場（納入A股）指數,國外成分證券指數股票型基金,Cathay FTSE Emerging Markets ETF
00737,國泰AI+Robo,國泰趨勢ETF傘型證券投資信託基金之納斯達克全球人工智慧及機器人證券投資信託基金,,,72962743,2018-05-29,2018-06-11,,,,,納斯達克 CTA 全球人工智慧及機器人指數,國外成分證券指數股票型基金,Cathay Nasdaq CTA Artificial Inteligence and Robotics ETF
00738U,元大道瓊白銀,元大道瓊白銀ER指數股票型期貨信託基金,,,72962639,2018-05-23,2018-06-01,,,,,道瓊白銀ER指數,指數股票型期貨信託基金,Yuanta DJCI Silver ER Futures ETF
00739,元大MSCI A股,元大MSCI中國A股國際通ETF證券投資信託基金,,,72963026,2018-06-19,2018-06-27,,,,,MSCI中國A股國際通指數,國外成分證券指數股票型基金,Yuanta MSCI CHINA  A  ETF
00742,新光內需收益,新光特選內需收益ETF證券投資信託基金,,,72964067,2018-06-12,2018-06-22,,,,,臺灣指數公司特選內需高收益指數,國內成分證券指數股票型基金,Shin Kong Domestic Demand High Dividend ETF
00743,國泰中國A150,國泰新中國傘型證券投資信託基金之富時中國A150ETF證券投資信託基金,,,72969582,2018-07-25,2018-08-03,,,,,富時中國A150指數,國外成分證券指數股票型基金,Cathay FTSE China A150 ETF
00752,中信中國50,中國信託中國外資自由投資50不含A及B股傘型ETF證券投資信託基金之中國信託MSCI中國外資自由50不含A及B股ETF證券投資信託基金,,,73680588,2018-10-24,2018-10-31,,,,,MSCI中國外資自由投資50不含A及B股指數,國外成分證券指數股票型基金,CTBC MSCI China Free 50 ex A and B ETF
00753L,中信中國50正2,中國信託中國外資自由投資50不含A及B股傘型ETF證券投資信託基金之中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF證券投資信託基金,,,73680567,2018-10-24,2018-10-31,,,,,MSCI中國外資自由投資50不含A及B股單日正向2倍指數,槓桿/反向指數股票型基金,CTBC MSCI China Free 50 ex A and B Daily Leveraged 2X ETF
00757,統一FANG+,統一NYSE FANG+ ETF證券投資信託基金,,,73692389,2018-11-27,2018-12-06,,,,,NYSE FANG+ Index,國外成分證券指數股票型基金,UPAMC NYSE  FANG+ ETF
00762,元大全球AI,元大全球人工智慧ETF證券投資信託基金,,,73694555,2019-01-16,2019-01-23,,,,,STOXX全球人工智慧指數,國外成分證券指數股票型基金,Yuanta  STOXX  Global  Artificial Intelligence  ETF
00763U,街口道瓊銅,街口道瓊銅ER指數股票型期貨信託基金,,,73710513,2018-12-12,2018-12-19,,,,,道瓊銅ER指數 (Dow Jones Commodity Index North American Copper ER),指數股票型期貨信託基金,JKO Dow Jones Copper ER Futures ETF
00770,國泰北美科技,國泰標普北美科技ETF證券投資信託基金,,,74702435,2019-01-22,2019-01-29,,,,,標普北美科技行業指數,國外成分證券指數股票型基金,Cathay North American Technology ETF
00771,元大US高息特別股,元大標普美國高息特別股ETF證券投資信託基金,,,74705236,2019-04-25,2019-05-16,,,,,標普美國高收益特別股指數,國外成分證券指數股票型基金,Yuanta S&P U.S. High Yield Preferred Stock ETF
00774B,新光中國政金綠債,新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF 證券投資信託基金,,,74708917,2019-01-25,2019-02-27,,,,,中債-10年期國債及政策銀行債綠色增強指數,國外成分證券指數股票型基金,Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF
